Date,FLTempCMax,FLTempCMin,FLTempCMean,FLGageHeightMax,FLGageHeightMin,FLGageHeightMean
07/15/2015,31.2,29.7,30.4,251.04,250.95,250.99
07/16/2015,30.7,30,30.3,250.96,250.88,250.93
07/17/2015,,,,250.89,250.84,250.87
07/18/2015,,,,250.89,250.75,250.82
07/19/2015,,,,250.87,250.76,250.81
07/20/2015,,,,250.84,250.79,250.82
07/21/2015,32.2,30.9,31.5,250.92,250.74,250.8
07/22/2015,32.7,31,31.6,250.83,250.75,250.78
07/23/2015,31.7,30.7,31.1,250.95,250.73,250.84
07/24/2015,30.9,30.2,30.6,250.97,250.92,250.94
07/25/2015,31,30,30.5,250.95,250.88,250.92
07/26/2015,31.9,29.9,30.7,250.9,250.85,250.88
07/27/2015,31.3,29.9,30.3,250.86,250.81,250.84
07/28/2015,31,29.8,30.3,250.83,250.75,250.8
07/29/2015,30.9,29.7,30.2,250.8,250.75,250.77
07/30/2015,33.1,30,31.2,250.77,250.69,250.74
07/31/2015,32.1,30.6,31.2,250.75,250.65,250.71
08/01/2015,32.4,30.5,31.3,250.68,250.59,250.64
08/02/2015,32,30.6,31.1,250.63,250.53,250.59
08/03/2015,32.6,30.5,31.3,250.55,250.48,250.52
08/04/2015,31.7,30.3,30.9,250.48,250.43,250.46
08/05/2015,32.1,30.2,31.1,250.44,250.37,250.42
08/06/2015,32.6,30.9,31.4,250.5,250.33,250.4
08/07/2015,30.9,29.6,30.3,250.5,250.42,250.46
08/08/2015,29.8,29.1,29.4,250.47,250.38,250.43
08/09/2015,30.5,28.8,29.4,250.39,250.31,250.37
08/10/2015,29.5,28.6,29,250.33,250.24,250.29
08/11/2015,28.9,27.9,28.2,250.41,250.22,250.27
08/12/2015,29.7,27.6,28.4,250.35,250.26,250.3
08/13/2015,31.5,28.1,29.4,250.28,250.23,250.26
08/14/2015,31.5,28.6,29.7,250.24,250.18,250.21
08/15/2015,31.8,28.7,29.9,250.19,250.12,250.16
08/16/2015,32.2,29,30.3,250.14,250.08,250.11
08/17/2015,33,29.4,30.9,250.08,250.03,250.06
08/18/2015,31,29.3,30,250.04,249.94,250
08/19/2015,29.7,28.7,29.1,249.99,249.91,249.95
08/20/2015,30.4,28.2,29,250,249.92,249.94
08/21/2015,29.7,28.7,29.1,249.95,249.87,249.91
08/22/2015,29.4,28.5,28.9,249.88,249.81,249.85
08/23/2015,30.3,28.3,29.1,249.82,249.75,249.8
08/24/2015,30.2,28.5,29.1,249.76,249.67,249.73
08/25/2015,30.2,28.3,29.1,249.74,249.67,249.7
08/26/2015,29.3,28.3,28.7,249.71,249.6,249.65
08/27/2015,28.3,27.9,28.1,249.62,249.54,249.58
08/28/2015,28.7,27.6,28.1,249.56,249.48,249.52
08/29/2015,29,27.6,28.1,249.49,249.42,249.46
08/30/2015,29.4,27.5,28.2,249.45,249.38,249.41
08/31/2015,28,27.2,27.4,249.58,249.37,249.48
09/01/2015,30.6,27,28.5,249.55,249.5,249.53
09/02/2015,31.1,28,29.4,249.51,249.47,249.49
09/03/2015,31.4,28.3,29.5,249.48,249.42,249.45
09/04/2015,30.9,28.8,29.5,249.48,249.39,249.42
09/05/2015,29.1,28,28.4,249.42,249.35,249.39
09/06/2015,28,27.4,27.6,249.38,249.29,249.34
09/07/2015,28.5,27.2,27.7,249.34,249.26,249.3
09/08/2015,29.1,27.6,28.2,249.29,249.23,249.26
09/09/2015,29.8,27.8,28.6,249.25,249.18,249.22
09/10/2015,29.2,27.8,28.3,249.26,249.18,249.23
09/11/2015,29.5,27.9,28.5,249.25,249.2,249.22
09/12/2015,28.5,27.5,28,249.22,249.14,249.18
09/13/2015,27.7,26.8,27.2,249.22,249.12,249.17
09/14/2015,28.1,26.3,27,249.14,249.05,249.09
09/15/2015,27.7,26,26.8,249.07,249.01,249.04
09/16/2015,27.2,25.8,26.5,249.02,248.95,248.99
09/17/2015,27.6,25.7,26.5,248.97,248.91,248.94
09/18/2015,26.9,25.6,26.2,248.92,248.87,248.89
09/19/2015,27.8,25.8,26.6,248.87,248.81,248.85
09/20/2015,27.3,26.1,26.6,248.82,248.75,248.8
09/21/2015,26.4,25.8,26.1,248.79,248.7,248.74
09/22/2015,25.8,25.3,25.5,248.74,248.65,248.69
09/23/2015,25.3,24.8,25,248.68,248.59,248.63
09/24/2015,24.8,24.2,24.4,248.6,248.51,248.56
09/25/2015,24.2,23.6,23.9,248.66,248.52,248.59
09/26/2015,23.6,23.1,23.3,248.73,248.64,248.68
09/27/2015,23.1,22.8,23,248.75,248.69,248.73
09/28/2015,23.3,22.9,23,248.75,248.69,248.72
09/29/2015,25.8,23.2,23.7,248.86,248.72,248.77
09/30/2015,25.7,23.5,24.5,248.94,248.86,248.9
10/01/2015,24.1,22.9,23.5,248.97,248.91,248.93
10/02/2015,22.9,21.8,22.4,249.19,248.9,248.99
10/03/2015,21.8,21.2,21.4,250.38,249.17,249.74
10/04/2015,21.2,20.8,21,251.18,250.38,250.87
10/05/2015,20.8,20.2,20.5,251.38,251.17,251.31
10/06/2015,21.1,20,20.4,251.45,251.38,251.42
10/07/2015,25.7,20.2,22.4,251.48,251.44,251.46
10/08/2015,24.3,21,22.6,251.48,251.46,251.47
10/09/2015,22.5,20.5,21.4,251.48,251.45,251.46
10/10/2015,21.5,20.6,21.1,251.47,251.43,251.45
10/11/2015,21.4,20.3,20.7,251.48,251.42,251.45
10/12/2015,23.8,20.3,21.7,251.44,251.4,251.42
10/13/2015,21.9,20.5,20.9,251.42,251.37,251.39
10/14/2015,22.2,20.4,21.2,251.39,251.33,251.37
10/15/2015,22.2,20.7,21.3,251.38,251.29,251.33
10/16/2015,21,20.1,20.5,251.32,251.26,251.29
10/17/2015,21,19.7,20.2,251.31,251.23,251.27
10/18/2015,19.9,19.1,19.5,251.27,251.18,251.23
10/19/2015,20.5,18.8,19.4,251.22,251.15,251.18
10/20/2015,20.1,18.4,19,251.16,251.11,251.14
10/21/2015,21.1,18.1,19.2,251.13,251.08,251.1
10/22/2015,21.1,18,19.1,251.09,251.05,251.07
10/23/2015,19.4,18.1,18.8,251.06,251.01,251.04
10/24/2015,19.5,18.5,19,251.03,250.98,251.01
10/25/2015,20.3,18.6,19.2,251,250.97,250.98
10/26/2015,19,18,18.3,250.98,250.92,250.95
10/27/2015,18,17.6,17.8,250.94,250.9,250.93
10/28/2015,18.3,17.6,17.8,251,250.9,250.94
10/29/2015,19.3,17.8,18.4,251.04,250.99,251.02
10/30/2015,19.1,17.9,18.4,251.08,251,251.04
10/31/2015,18.8,17.7,18.2,251.04,250.99,251.01
11/01/2015,18.1,17.6,17.8,251.01,250.97,250.99
11/02/2015,17.9,17.7,17.7,251.38,251,251.15
11/03/2015,18,17.7,17.8,251.76,251.38,251.6
11/04/2015,18.5,17.8,18,251.9,251.76,251.84
11/05/2015,19.1,18.1,18.5,251.96,251.9,251.94
11/06/2015,19.4,18.5,18.8,252,251.95,251.98
11/07/2015,19.4,18.5,18.9,252.22,251.97,252.08
11/08/2015,18.6,17.8,18.1,252.27,252.16,252.23
11/09/2015,17.8,17.3,17.5,252.69,252.26,252.4
11/10/2015,17.9,17.2,17.4,253.69,252.69,253.23
11/11/2015,18.5,17,17.5,253.96,253.69,253.86
11/12/2015,17.6,16.9,17.2,253.98,253.8,253.94
11/13/2015,17.3,16.8,17.1,253.8,253.38,253.61
11/14/2015,16.9,16.3,16.6,253.38,252.95,253.18
11/15/2015,17.9,16.1,16.6,252.95,252.47,252.71
11/16/2015,16.6,15.8,16.1,252.47,251.98,252.23
11/17/2015,16.3,15.7,15.8,251.98,251.75,251.83
11/18/2015,16.2,15.6,15.7,251.78,251.65,251.72
11/19/2015,17,15.6,16.3,252.36,251.66,251.95
11/20/2015,16.6,15.5,15.8,253.09,252.36,252.87
11/21/2015,16.2,15.3,15.5,253.06,252.88,252.99
11/22/2015,15.5,14.7,15.1,252.89,252.62,252.77
11/23/2015,14.8,14.4,14.6,252.62,252.26,252.44
11/24/2015,15.2,14,14.3,252.26,251.91,252.09
11/25/2015,14.5,13.7,13.9,251.91,251.73,251.79
11/26/2015,15.1,13.6,14,251.78,251.74,251.76
11/27/2015,17.3,13.8,14.8,251.78,251.73,251.75
11/28/2015,15.2,14.1,14.7,251.76,251.72,251.74
11/29/2015,16.7,14.1,15,251.74,251.71,251.72
11/30/2015,14.8,13.6,13.9,251.86,251.72,251.79
12/01/2015,13.8,13.5,13.6,252.19,251.86,251.99
12/02/2015,14,13.6,13.7,252.42,252.15,252.3
12/03/2015,13.7,13.1,13.3,252.52,252.3,252.39
12/04/2015,13.9,12.9,13.2,252.3,252.11,252.19
12/05/2015,13.1,12.7,12.8,252.11,251.94,252.03
12/06/2015,14.6,12.5,12.9,251.94,251.76,251.86
12/07/2015,13,12.3,12.6,251.77,251.64,251.7
12/08/2015,12.9,12.2,12.3,251.67,251.59,251.63
12/09/2015,13.1,12.2,12.4,251.63,251.57,251.6
12/10/2015,14.4,12.1,12.7,251.62,251.56,251.58
12/11/2015,14.2,12.1,12.9,251.6,251.54,251.57
12/12/2015,14.2,12.3,13.2,251.6,251.55,251.58
12/13/2015,15,12.8,13.5,251.61,251.57,251.59
12/14/2015,13.6,12.5,13.1,251.64,251.55,251.59
12/15/2015,15,12.9,13.5,251.65,251.6,251.62
12/16/2015,13.8,13.2,13.4,251.63,251.6,251.62
12/17/2015,13.6,13.3,13.4,251.93,251.6,251.72
12/18/2015,13.5,12.8,13.2,252.5,251.91,252.23
12/19/2015,12.8,12.3,12.5,252.58,252.41,252.52
12/20/2015,12.5,12,12.1,252.64,252.56,252.61
12/21/2015,12.2,11.9,12,252.69,252.51,252.62
12/22/2015,12.5,11.9,12.1,252.84,252.42,252.55
12/23/2015,12.7,11.8,12.2,255.62,252.84,253.94
12/24/2015,13.8,12.3,13,258.44,255.62,257.26
12/25/2015,15,12.9,13.9,258.94,258.44,258.74
12/26/2015,15.2,13.9,14.3,259.09,258.92,259.01
12/27/2015,15.5,14.1,14.8,259.2,259.09,259.14
12/28/2015,15.2,13.7,14.5,259.22,259.08,259.16
12/29/2015,14.5,13.2,14.1,259.08,258.97,259.02
12/30/2015,15,13.7,14.3,260.13,258.92,259.25
12/31/2015,15.1,14.5,14.8,261.11,260.13,260.74
01/01/2016,14.7,13.7,14.2,261.28,261.11,261.21
01/02/2016,14.1,13.2,13.6,261.22,260.75,261.04
01/03/2016,13.2,12.6,12.9,260.78,260.22,260.53
01/04/2016,12.7,12.3,12.5,260.23,259.6,259.92
01/05/2016,12.3,11.9,12.1,259.6,258.95,259.27
01/06/2016,11.9,11.6,11.8,258.95,258.32,258.63
01/07/2016,11.6,11.3,11.4,258.32,257.8,258.04
01/08/2016,11.3,11.1,11.2,257.8,257.24,257.5
01/09/2016,11.1,10.9,11,257.24,256.67,256.95
01/10/2016,11.2,10.9,11,256.7,256.19,256.47
01/11/2016,11,10.4,10.7,256.19,255.63,255.91
01/12/2016,10.4,10,10.2,255.63,255.08,255.38
01/13/2016,10.2,9.7,9.9,255.08,254.52,254.8
01/14/2016,10,9.5,9.7,254.52,254,254.27
01/15/2016,9.6,9.2,9.4,254,253.54,253.75
01/16/2016,10,9.2,9.5,253.55,253.16,253.37
01/17/2016,9.5,8.9,9.2,253.16,252.78,252.99
01/18/2016,9,8.4,8.7,252.78,252.37,252.6
01/19/2016,8.4,7.7,8.1,252.37,251.91,252.17
01/20/2016,7.9,7.5,7.7,251.92,251.63,251.72
01/21/2016,8.1,7.4,7.6,251.68,251.63,251.65
01/22/2016,7.5,6.5,7.1,251.83,251.6,251.67
01/23/2016,6.8,6.4,6.6,251.83,251.75,251.79
01/24/2016,7.3,6.2,6.7,251.8,251.73,251.76
01/25/2016,6.8,6.2,6.4,251.77,251.74,251.75
01/26/2016,7.2,6.2,6.5,251.84,251.75,251.78
01/27/2016,6.8,6.4,6.5,252.15,251.83,251.98
01/28/2016,7.1,6.4,6.5,252.37,252.15,252.31
01/29/2016,6.8,6.2,6.5,252.44,252.25,252.34
01/30/2016,6.9,6.1,6.3,252.28,252.09,252.18
01/31/2016,6.8,6.1,6.4,252.09,251.87,251.98
02/01/2016,7.9,6.5,7.1,251.87,251.76,251.8
02/02/2016,8.6,6.6,7.3,251.8,251.68,251.76
02/03/2016,8.9,7,7.6,252.03,251.67,251.78
02/04/2016,10.6,7.7,9.5,252.76,252.02,252.43
02/05/2016,8.2,7.5,7.8,253.06,252.76,252.92
02/06/2016,8.8,7.4,7.9,252.93,252.77,252.85
02/07/2016,8.1,7.2,7.5,252.77,252.58,252.68
02/08/2016,8,7.1,7.4,252.58,252.29,252.43
02/09/2016,7.6,7.1,7.4,252.34,252.09,252.21
02/10/2016,7.4,6.8,7.1,252.09,251.8,251.95
02/11/2016,7,6.5,6.8,251.83,251.62,251.71
02/12/2016,6.7,6.4,6.5,251.67,251.63,251.65
02/13/2016,6.6,6.1,6.3,251.79,251.62,251.69
02/14/2016,7.3,5.8,6.1,251.66,251.58,251.62
02/15/2016,5.9,5.6,5.7,251.65,251.57,251.61
02/16/2016,6.9,5.6,6.1,252.81,251.47,252.09
02/17/2016,7.5,6.2,6.6,253.44,252.81,253.27
02/18/2016,7.2,6.2,6.6,253.41,253.3,253.37
02/19/2016,8.1,6.5,6.8,253.31,253.02,253.18
02/20/2016,8,6.6,7.1,253.02,252.65,252.85
02/21/2016,8.5,7.1,7.6,252.65,252.27,252.46
02/22/2016,8.1,7.4,7.7,252.27,251.91,252.06
02/23/2016,7.7,7.3,7.5,251.94,251.82,251.89
02/24/2016,9,7.5,7.9,252.58,251.93,252.1
02/25/2016,8.3,7.9,8,253.41,252.58,253.1
02/26/2016,8.5,7.9,8.1,253.37,253.15,253.28
02/27/2016,10.3,7.8,8.4,253.16,252.85,253.01
02/28/2016,9.3,8.1,8.6,252.85,252.48,252.67
02/29/2016,9.4,8.5,9,252.48,252.09,252.31
03/01/2016,10.1,9,9.4,252.1,251.87,251.95
03/02/2016,10.5,9.3,9.7,252.09,251.88,251.97
03/03/2016,10.3,9.3,9.5,251.95,251.86,251.9
03/04/2016,9.7,9.3,9.4,251.94,251.86,251.9
03/05/2016,11.1,9.3,9.9,251.87,251.82,251.85
03/06/2016,10.8,9.5,9.9,251.84,251.79,251.82
03/07/2016,11.4,9.6,10.4,251.79,251.75,251.77
03/08/2016,14.7,10.2,12,251.76,251.7,251.73
03/09/2016,13.4,12.1,12.7,251.71,251.65,251.68
03/10/2016,13.9,12.4,12.9,251.72,251.65,251.67
03/11/2016,17.9,12.9,14.4,251.7,251.65,251.67
03/12/2016,17.8,14.7,15.9,251.68,251.65,251.67
03/13/2016,18.4,15.1,16.2,251.78,251.65,251.68
03/14/2016,19.1,16.3,17.2,252.36,251.7,251.92
03/15/2016,20.1,17.6,18.6,253.2,252.34,252.98
03/16/2016,21.2,18,19.4,253.32,253.2,253.26
03/17/2016,21.6,18.8,19.7,253.27,253.15,253.21
03/18/2016,22,18.8,20,253.16,253,253.08
03/19/2016,20.1,17.9,18.8,253,252.8,252.91
03/20/2016,17.9,16.1,16.8,252.85,252.7,252.76
03/21/2016,16.7,15.5,16,252.71,252.5,252.62
03/22/2016,17.3,15.4,15.9,252.53,252.31,252.41
03/23/2016,16.4,15.1,15.6,252.31,252.13,252.23
03/24/2016,16.3,15.3,15.7,252.13,251.88,252.02
03/25/2016,17.7,15.6,16.5,251.92,251.85,251.88
03/26/2016,17.2,16.6,16.9,251.87,251.79,251.82
03/27/2016,17.1,16.6,16.7,251.85,251.79,251.81
03/28/2016,18,16.6,17.2,252.19,251.83,251.98
03/29/2016,18,16.8,17.2,252.3,252.18,252.24
03/30/2016,18.5,16.8,17.3,252.18,251.84,252.02
03/31/2016,17.7,16.5,17.1,251.85,251.71,251.76
04/01/2016,18.4,17.3,17.7,251.88,251.72,251.8
04/02/2016,19.3,17.4,18,252.04,251.8,251.9
04/03/2016,18.9,17.3,17.9,252.11,251.99,252.03
04/04/2016,18.6,17.1,17.7,252.03,251.96,252
04/05/2016,17.6,16.9,17.2,252.15,251.93,252
04/06/2016,18,16.6,16.9,251.96,251.86,251.92
04/07/2016,17,16.3,16.6,252,251.79,251.89
04/08/2016,18.3,16.3,17.1,251.94,251.83,251.88
04/09/2016,17.3,16.2,16.6,252.14,251.82,251.92
04/10/2016,19.2,15.9,16.8,251.88,251.78,251.82
04/11/2016,17.1,15.7,16.2,251.8,251.72,251.78
04/12/2016,17,16.1,16.4,251.89,251.72,251.82
04/13/2016,17.2,15.8,16.3,251.94,251.88,251.91
04/14/2016,16.9,16.1,16.4,251.95,251.9,251.93
04/15/2016,16.6,16.1,16.4,251.96,251.89,251.92
04/16/2016,17.3,16,16.6,251.94,251.9,251.92
04/17/2016,17.9,16.5,17.1,251.92,251.88,251.9
04/18/2016,22.9,16.9,19.1,251.9,251.87,251.88
04/19/2016,24,19.6,21.2,251.91,251.84,251.87
04/20/2016,21.6,19.7,20.4,251.87,251.8,251.83
04/21/2016,21.9,18.6,20.1,251.82,251.72,251.78
04/22/2016,19.5,17.8,18.7,251.86,251.75,251.79
04/23/2016,21.6,18.3,19.7,251.95,251.86,251.89
04/24/2016,23.5,19.9,21,251.93,251.9,251.91
04/25/2016,22.8,20.2,21.3,251.92,251.88,251.9
04/26/2016,23.1,20.7,21.7,251.91,251.86,251.89
04/27/2016,25.9,21.4,23,251.9,251.82,251.86
04/28/2016,25.7,22.8,23.9,251.97,251.82,251.88
04/29/2016,25.5,22.8,23.9,252,251.89,251.94
04/30/2016,24.7,22.7,23.3,251.94,251.82,251.88
05/01/2016,23.5,22,22.5,251.84,251.76,251.8
05/02/2016,25.2,21.9,23,251.78,251.68,251.73
05/03/2016,25,22.7,23.6,251.91,251.68,251.8
05/04/2016,25.4,23.7,24.3,252.13,251.91,252.06
05/05/2016,24.4,22.5,23.4,252.3,252.11,252.19
05/06/2016,22.9,22,22.3,252.99,252.28,252.59
05/07/2016,23.7,21.7,22.5,253.29,252.99,253.21
05/08/2016,24.3,22.1,23,253.31,253.13,253.24
05/09/2016,25.6,22.4,23.8,253.14,252.94,253.05
05/10/2016,25.6,23.1,24.1,252.94,252.67,252.8
05/11/2016,25.9,22.3,24.2,252.67,252.49,252.58
05/12/2016,25.5,24.2,24.7,252.5,252.34,252.42
05/13/2016,25.7,24,24.7,252.38,252.28,252.33
05/14/2016,25.9,23.9,24.7,252.28,252.16,252.24
05/15/2016,24.6,22.7,23.8,252.27,252.01,252.12
05/16/2016,,,,252.02,251.85,251.94
05/17/2016,,,,251.86,251.72,251.79
05/18/2016,,,,251.75,251.65,251.7
05/19/2016,,,,251.65,251.56,251.61
05/20/2016,,,,251.58,251.48,251.54
05/21/2016,,,,251.68,251.48,251.58
05/22/2016,,,,251.72,251.6,251.65
05/23/2016,,,,251.73,251.64,251.7
05/24/2016,,,,251.73,251.69,251.71
05/25/2016,,,,251.71,251.68,251.7
05/26/2016,27.6,24,25.4,251.69,251.65,251.67
05/27/2016,27.3,24.7,25.7,251.68,251.63,251.65
05/28/2016,26.7,24.4,25.6,251.68,251.63,251.65
05/29/2016,26.6,25.6,26.1,251.84,251.64,251.71
05/30/2016,27.2,25.4,26.1,252,251.81,251.92
05/31/2016,27.4,26.1,26.7,252.04,251.96,252.01
06/01/2016,27.6,26.5,27.1,252.02,251.92,251.99
06/02/2016,30.6,26.8,28,251.97,251.9,251.94
06/03/2016,31.1,28,29.3,252.07,251.87,251.9
06/04/2016,31.7,28.9,30,252.09,251.87,252
06/05/2016,30.3,29,29.5,252.58,252.01,252.35
06/06/2016,29.2,28.3,28.7,252.68,252.58,252.65
06/07/2016,29.7,27.9,28.8,252.76,252.64,252.72
06/08/2016,29.2,28.1,28.6,252.77,252.54,252.7
06/09/2016,29.8,27.5,28.4,252.55,252.23,252.38
06/10/2016,30.1,27.5,28.6,252.24,252.08,252.15
06/11/2016,30.2,27.9,28.9,252.09,252.01,252.06
06/12/2016,30.5,28.5,29.4,252.04,251.95,252
06/13/2016,30.5,28.8,29.6,251.97,251.86,251.91
06/14/2016,30.7,28.6,29.5,251.88,251.83,251.85
06/15/2016,32.5,28.9,30,251.9,251.82,251.84
06/16/2016,31.8,28.9,30.1,251.9,251.81,251.86
06/17/2016,30.6,29.4,29.9,251.9,251.82,251.86
06/18/2016,29.4,28.8,29,251.88,251.78,251.83
06/19/2016,29.8,28.2,28.9,251.83,251.77,251.8
06/20/2016,31.2,28.2,29.5,251.8,251.75,251.78
06/21/2016,30,28.6,29.2,251.79,251.73,251.75
06/22/2016,31.6,28.2,29.5,251.76,251.7,251.73
06/23/2016,31.9,29.3,30.3,251.8,251.68,251.72
06/24/2016,31.1,28.9,29.8,251.88,251.72,251.84
06/25/2016,30.3,29.2,29.6,251.92,251.87,251.9
06/26/2016,,,,251.92,251.87,251.89
06/27/2016,,,,251.88,251.84,251.87
06/28/2016,,,,,,
06/29/2016,,,,252.12,252.02,252.08
06/30/2016,31.2,28.4,29.5,252.16,252.02,252.1
07/01/2016,30.8,28.3,29.4,252.04,251.91,251.98
07/02/2016,31.3,29.2,29.8,252.02,251.91,251.98
07/03/2016,30.1,28.4,29.2,252.56,251.96,252.26
07/04/2016,29,27.9,28.3,252.73,252.56,252.65
07/05/2016,31.8,27.8,29.1,252.83,252.68,252.77
07/06/2016,31.3,28.6,30,252.71,252.52,252.62
07/07/2016,32.6,29.6,30.7,252.57,252.31,252.44
07/08/2016,32.5,29.9,30.9,252.31,252.05,252.2
07/09/2016,32,30.2,31,252.17,252.04,252.11
07/10/2016,32,30.3,31,252.08,251.92,252.01
07/11/2016,31.6,30.4,30.9,251.93,251.81,251.86
07/12/2016,33.4,30.3,31.1,251.87,251.77,251.82
07/13/2016,33.5,30.1,31.4,252.01,251.77,251.91
07/14/2016,34.7,31.2,32.6,252,251.91,251.96
07/15/2016,35,31.7,32.7,251.95,251.84,251.89
07/16/2016,32.3,30.5,31.6,252.31,251.93,252
07/17/2016,33.4,30,31.3,253.02,252.31,252.88
07/18/2016,33.4,30.4,31.8,253.02,252.86,252.97
07/19/2016,34,31.6,32.5,252.86,252.46,252.7
07/20/2016,32.7,31.1,31.8,252.54,252.18,252.36
07/21/2016,33.2,31.2,32,252.18,251.9,252.02
07/22/2016,33.3,30.9,31.9,251.91,251.82,251.87
07/23/2016,34.3,31.2,32.4,251.84,251.8,251.82
07/24/2016,35.1,31.7,33.1,251.81,251.75,251.78
07/25/2016,34.6,32.2,33.2,251.76,251.7,251.74
07/26/2016,34.6,31.7,33,251.72,251.66,251.7
07/27/2016,34.9,32.1,33.3,251.72,251.63,251.68
07/28/2016,34.5,32.4,33.4,251.67,251.6,251.64
07/29/2016,34.1,32,33,251.63,251.56,251.6
07/30/2016,33.8,32.4,33,251.58,251.52,251.55
07/31/2016,34.6,32.1,32.9,251.71,251.44,251.53
08/01/2016,33.5,31.8,32.5,251.86,251.62,251.79
08/02/2016,33.2,31.7,32.3,251.93,251.84,251.88
08/03/2016,32,31.2,31.5,251.96,251.89,251.93
08/04/2016,31.2,30.5,30.8,251.94,251.85,251.9
08/05/2016,31.4,30.4,30.7,251.93,251.84,251.88
08/06/2016,32.5,30.1,31.1,251.94,251.89,251.91
08/07/2016,31.3,30.7,31,251.95,251.84,251.9
08/08/2016,31.6,30.4,30.6,251.91,251.82,251.87
08/09/2016,30.9,30.2,30.4,251.86,251.78,251.83
08/10/2016,32.2,29.9,30.8,251.82,251.76,251.8
08/11/2016,32.8,30.1,31.2,251.78,251.73,251.77
08/12/2016,33.2,30.3,31.4,251.76,251.71,251.74
08/13/2016,32.4,30.5,31.3,251.74,251.68,251.71
08/14/2016,32.8,30.8,31.6,251.7,251.66,251.68
08/15/2016,33.6,31.5,32.4,251.67,251.62,251.65
08/16/2016,33.1,31.4,32.1,251.64,251.57,251.6
08/17/2016,32.9,31.2,31.9,251.6,251.5,251.56
08/18/2016,33,31.6,32.2,251.57,251.5,251.53
08/19/2016,32.7,31.8,32.1,251.53,251.45,251.5
08/20/2016,33,31.4,32,251.51,251.44,251.48
08/21/2016,32.8,31.3,31.9,251.52,251.4,251.45
08/22/2016,32.5,31,31.6,251.49,251.4,251.43
08/23/2016,31.8,30.8,31.2,251.41,251.34,251.38
08/24/2016,31.7,30.4,30.8,251.36,251.31,251.34
08/25/2016,32.6,30,31,251.31,251.26,251.29
08/26/2016,33.4,30.1,31.5,251.27,251.22,251.25
08/27/2016,32.7,31.3,31.9,251.23,251.16,251.21
08/28/2016,31.6,30.7,31.1,251.19,251.12,251.16
08/29/2016,31.2,30.2,30.6,251.14,251.08,251.11
08/30/2016,31.2,30.1,30.6,251.09,251.03,251.06
08/31/2016,32.8,30.2,31,251.03,250.96,251
09/01/2016,31,30,30.5,251,250.93,250.97
09/02/2016,30.4,28.7,29.7,251.02,250.9,250.93
09/03/2016,28.7,27.7,28.1,251.11,250.98,251.04
09/04/2016,28,27.4,27.7,251.01,250.94,250.97
09/05/2016,29.3,27.2,27.9,250.95,250.9,250.93
09/06/2016,30.3,27.3,28.6,250.92,250.85,250.9
09/07/2016,32.1,28.1,29.6,250.9,250.82,250.86
09/08/2016,31.3,28.5,29.8,250.85,250.79,250.82
09/09/2016,31.7,28.6,29.8,250.8,250.75,250.77
09/10/2016,30.1,28.5,29,250.75,250.69,250.73
09/11/2016,30.9,27.5,28.9,250.73,250.66,250.7
09/12/2016,29,28.2,28.6,250.69,250.61,250.65
09/13/2016,30.1,27.8,28.6,250.63,250.58,250.6
09/14/2016,30.7,27.7,28.7,250.58,250.51,250.55
09/15/2016,28.6,27.8,28.2,250.53,250.44,250.5
09/16/2016,28.2,27.6,27.8,250.47,250.4,250.44
09/17/2016,28.9,27.2,27.9,250.42,250.34,250.39
09/18/2016,28.8,27.4,27.9,250.37,250.31,250.34
09/19/2016,28.5,27.3,27.9,250.94,250.33,250.58
09/20/2016,27.3,26.6,26.9,251.24,250.94,251.15
09/21/2016,26.6,26.2,26.4,251.34,251.23,251.28
09/22/2016,26.8,26.1,26.3,251.39,251.32,251.35
09/23/2016,27.3,26.1,26.5,251.42,251.36,251.39
09/24/2016,30.7,26.3,27.9,251.43,251.39,251.41
09/25/2016,28.1,26.3,27,251.41,251.36,251.38
09/26/2016,26.4,25.8,26.1,251.38,251.33,251.35
09/27/2016,26.6,25.6,25.9,251.37,251.32,251.34
09/28/2016,27.5,25.6,26.1,251.36,251.29,251.33
09/29/2016,26,25.4,25.5,252.04,251.33,251.59
09/30/2016,25.9,25.3,25.5,252.29,252.04,252.22
10/01/2016,26.9,25.4,25.9,252.28,252.21,252.25
10/02/2016,26.3,25.5,25.7,252.21,252.04,252.14
10/03/2016,26.4,25.3,25.8,252.04,251.89,251.97
10/04/2016,25.7,25.3,25.4,251.89,251.79,251.84
10/05/2016,25.3,24.6,24.9,251.8,251.7,251.76
10/06/2016,24.7,24.2,24.4,251.71,251.67,251.69
10/07/2016,24.2,24,24.1,251.7,251.66,251.67
10/08/2016,24,23.3,23.7,254.54,251.68,252.49
10/09/2016,23.3,22.7,23,258.42,254.54,256.78
10/10/2016,22.8,22.3,22.5,258.73,258.42,258.62
10/11/2016,22.9,22,22.3,258.84,258.73,258.8
10/12/2016,24.4,21.7,22.7,258.9,258.84,258.88
10/13/2016,24.4,21.8,23,258.93,258.9,258.91
10/14/2016,23.4,21.7,22.3,258.94,258.92,258.93
10/15/2016,22.8,21.6,22,258.94,258.91,258.93
10/16/2016,23.7,21.4,22.3,258.94,258.92,258.93
10/17/2016,23.5,21.3,22.3,258.93,258.91,258.92
10/18/2016,23.4,21.3,22.3,258.93,258.91,258.92
10/19/2016,25.5,21.8,23.3,258.93,258.9,258.91
10/20/2016,24.2,22.7,23.3,258.92,258.89,258.9
10/21/2016,22.8,21.6,22.2,258.9,258.61,258.81
